state_name,metro,geo_name,federal_workers,margin_of_error,share_of_employment
Iowa,26980,"Iowa City, IA",1856,675,0.018732715638184058
Michigan,27020,"Iron Mountain, MI-WI",1056,420,0.07554188425495385
Wisconsin,27020,"Iron Mountain, MI-WI",1056,420,0.07554188425495385
New York,27060,"Ithaca, NY",510,444,0.009794319294809012
Michigan,27100,"Jackson, MI",717,302,0.010377768128528007
Mississippi,27140,"Jackson, MS",7229,1608,0.025676909251714695
Tennessee,27180,"Jackson, TN",1339,649,0.016421791066741888
Idaho,27220,"Jackson, WY-ID",791,717,0.03990716916401796
Wyoming,27220,"Jackson, WY-ID",791,717,0.03990716916401796
Florida,27260,"Jacksonville, FL",33222,5423,0.04034802632058354
Illinois,27300,"Jacksonville, IL",180,174,0.010667298802892022
North Carolina,27340,"Jacksonville, NC",8717,2037,0.11629023866380288
Texas,27380,"Jacksonville, TX",188,211,0.008160076392204523
North Dakota,27420,"Jamestown, ND",282,260,0.026252094582014524
New York,27460,"Jamestown-Dunkirk, NY",689,355,0.012529550827423169
Wisconsin,27500,"Janesville-Beloit, WI",997,488,0.011925124095448837
Indiana,27540,"Jasper, IN",379,395,0.016408347043034028
Georgia,27600,"Jefferson, GA",692,540,0.015237927465703653
Missouri,27620,"Jefferson City, MO",1590,692,0.022235274374895118
Georgia,27700,"Jesup, GA",283,220,0.02194138626143588
Tennessee,27740,"Johnson City, TN",3638,1091,0.037942866678486876
Pennsylvania,27780,"Johnstown, PA",1647,590,0.027922826529228267
Arkansas,27860,"Jonesboro, AR",848,459,0.01346031746031746
Missouri,27900,"Joplin, MO-KS",1250,503,0.01286935035519407
Alaska,27940,"Juneau, AK",647,389,0.03610692560968804
Hawaii,27980,"Kahului-Wailuku, HI",1377,597,0.016878723247775243
Michigan,28020,"Kalamazoo-Portage, MI",1739,708,0.012661177001652724
Montana,28060,"Kalispell, MT",2066,756,0.03558878247088817
Illinois,28100,"Kankakee, IL",478,378,0.009406115943169743
Kansas,28140,"Kansas City, MO-KS",39596,3837,0.03400683984423981
Missouri,28140,"Kansas City, MO-KS",39596,3837,0.03400683984423981
Hawaii,28180,"Kapaa, HI",909,532,0.024119722981399423
Nebraska,28260,"Kearney, NE",674,376,0.020772976638106393
New Hampshire,28300,"Keene, NH",578,456,0.01344436174171939
Indiana,28340,"Kendallville, IN",444,325,0.019327877415984678
Missouri,28380,"Kennett, MO",216,193,0.01992803764184888
Washington,28420,"Kennewick-Richland, WA",5570,1380,0.03966925668216877
NA,28450,"Kenosha, WI",3010,1279,0.03361438382935954
Texas,28500,"Kerrville, TX",147,154,0.005979498861047836
Florida,28580,"Key West-Key Largo, FL",1178,680,0.029640439825881288
North Carolina,28620,"Kill Devil Hills, NC",550,393,0.029617662897145933
Texas,28660,"Killeen-Temple, TX",15411,2561,0.0753583077020875
NA,28680,"Kingsland, GA",2456,751,0.1113933236574746
Tennessee,28700,"Kingsport-Bristol, TN-VA",2140,838,0.015851851851851853
Virginia,28700,"Kingsport-Bristol, TN-VA",2140,838,0.015851851851851853
New York,28740,"Kingston, NY",976,488,0.011090657030522033
Texas,28780,"Kingsville, TX",807,603,0.052776142829115164
North Carolina,28820,"Kinston, NC",641,530,0.02924536910302035
Missouri,28860,"Kirksville, MO",462,320,0.03472900849432459
NA,28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",8064,1605,0.023594884263932657
Oregon,28900,"Klamath Falls, OR",1359,670,0.051252074219339264
Tennessee,28940,"Knoxville, TN",15671,2240,0.03402619002642453
Indiana,29020,"Kokomo, IN",539,425,0.014273608389386155
New Hampshire,29060,"Laconia, NH",934,666,0.027720068854989018
Minnesota,29100,"La Crosse-Onalaska, WI-MN",1985,699,0.022094343402862805
Wisconsin,29100,"La Crosse-Onalaska, WI-MN",1985,699,0.022094343402862805
Louisiana,29180,"Lafayette, LA",2915,974,0.014930953941976724
Indiana,29200,"Lafayette-West Lafayette, IN",1441,553,0.012276262768250399
Oregon,29260,"La Grande, OR",115,152,0.009386988817239409
Alabama,29300,"LaGrange, GA-AL",819,573,0.017774980467054433
Georgia,29300,"LaGrange, GA-AL",819,573,0.017774980467054433
Louisiana,29340,"Lake Charles, LA",991,777,0.009115577427217955
Florida,29380,"Lake City, FL",1818,966,0.06023657267817501
Arizona,29420,"Lake Havasu City-Kingman, AZ",2234,920,0.029075291208433655
Florida,29460,"Lakeland-Winter Haven, FL",4510,1435,0.012006879329531598
NA,29470,"Lake of the Woods, VA",994,508,0.05734725667801304
Pennsylvania,29540,"Lancaster, PA",3627,1149,0.012782784299766337
Michigan,29620,"Lansing-East Lansing, MI",3502,794,0.01458801966175123
Wyoming,29660,"Laramie, WY",465,403,0.021090348330914367
Texas,29700,"Laredo, TX",3460,1076,0.029674608483850496
NA,29720,"Lares, PR",84,137,0.008255528255528256
New Mexico,29740,"Las Cruces, NM",6847,1643,0.06881822019418256
New Mexico,29780,"Las Vegas, NM",491,360,0.03440784863349684
Nevada,29820,"Las Vegas-Henderson-North Las Vegas, NV",28580,2866,0.025027957226538042
Mississippi,29860,"Laurel, MS",305,317,0.00887453445065177
North Carolina,29900,"Laurinburg, NC",173,153,0.013617758186397984
Kansas,29940,"Lawrence, KS",1248,683,0.019284257370665678
Tennessee,29980,"Lawrenceburg, TN",506,338,0.023872428760143425
Oklahoma,30020,"Lawton, OK",5433,767,0.11870998754561146
Missouri,30060,"Lebanon, MO",922,684,0.05538202787121576
Pennsylvania,30140,"Lebanon, PA",2035,887,0.027700265432518887
NA,30150,"Lebanon-Claremont, NH-VT",2633,809,0.02310662571303203
NA,30180,"Le Mars, IA",521,381,0.03940104363608864
Pennsylvania,30260,"Lewisburg, PA",488,436,0.028105742095260036
Tennessee,30280,"Lewisburg, TN",181,223,0.010254376522576625
Idaho,30300,"Lewiston, ID-WA",495,272,0.017027863777089782
Washington,30300,"Lewiston, ID-WA",495,272,0.017027863777089782
Maine,30340,"Lewiston-Auburn, ME",372,253,0.006567796610169491
Pennsylvania,30380,"Lewistown, PA",164,135,0.007973163498468569
Nebraska,30420,"Lexington, NE",276,268,0.022515907978463045
Kentucky,30460,"Lexington-Fayette, KY",6489,1488,0.024077207355625806
NA,30500,"Lexington Park, MD",19159,2594,0.17619739552678046
Kansas,30580,"Liberal, KS",76,129,0.007383658797240843
Ohio,30620,"Lima, OH",423,259,0.008831266441187523
Illinois,30660,"Lincoln, IL",106,71,0.00857674569139898
Nebraska,30700,"Lincoln, NE",4452,966,0.024156398027118976
Arkansas,30780,"Little Rock-North Little Rock-Conway, AR",10969,1934,0.030453371831533356
Pennsylvania,30820,"Lock Haven, PA",288,151,0.016644512512281107
Idaho,30860,"Logan, UT-ID",1694,618,0.021214512028653366
Utah,30860,"Logan, UT-ID",1694,618,0.021214512028653366
Indiana,30900,"Logansport, IN",93,113,0.005319148936170213
Texas,30980,"Longview, TX",2032,1137,0.015107582043389689
Washington,31020,"Longview-Kelso, WA",740,543,0.015048296898830707
California,31080,"Los Angeles-Long Beach-Anaheim, CA",100218,5610,0.01542583591243824
Indiana,31140,"Louisville/Jefferson County, KY-IN",12940,2075,0.019307150807647663
Kentucky,31140,"Louisville/Jefferson County, KY-IN",12940,2075,0.019307150807647663
Texas,31180,"Lubbock, TX",3068,857,0.01696377228292122
Michigan,31220,"Ludington, MI",47,59,0.003759699224062075
Texas,31260,"Lufkin, TX",264,281,0.0069349584953241564
North Carolina,31300,"Lumberton, NC",1000,423,0.023325247247620823
Virginia,31340,"Lynchburg, VA",2422,841,0.01918765398844938
Illinois,31380,"Macomb, IL",50,68,0.0035901486321533714
Georgia,31420,"Macon-Bibb County, GA",4489,1270,0.04481873820625206
Indiana,31500,"Madison, IN",0,208,0
Wisconsin,31540,"Madison, WI",5509,1296,0.01410603725079505
Kentucky,31580,"Madisonville, KY",215,192,0.0109026369168357
Arkansas,31620,"Magnolia, AR",150,212,0.015054195102368526
Arkansas,31680,"Malvern, AR",146,156,0.010781273076355043
New Hampshire,31700,"Manchester-Nashua, NH",5023,1516,0.020399377825068128
Kansas,31740,"Manhattan, KS",4240,1172,0.0731425417033242
Wisconsin,31820,"Manitowoc, WI",422,278,0.01027839345300436
Minnesota,31860,"Mankato, MN",328,200,0.0059447213411871315
Ohio,31900,"Mansfield, OH",620,384,0.01157580283793876
Ohio,31930,"Marietta, OH",965,420,0.0369264914093292
Michigan,31940,"Marinette, WI-MI",508,225,0.017223842137383875
Wisconsin,31940,"Marinette, WI-MI",508,225,0.017223842137383875
Indiana,31980,"Marion, IN",1915,917,0.06744382616045644
North Carolina,32000,"Marion, NC",800,478,0.04363477691720301
Ohio,32020,"Marion, OH",348,351,0.012754260582737768
NA,32060,"Marion-Herrin, IL",1250,606,0.04182420450363034
Michigan,32100,"Marquette, MI",606,297,0.019189360354654846
Minnesota,32140,"Marshall, MN",172,146,0.013630240114113639
Missouri,32180,"Marshall, MO",217,196,0.019620253164556962
Iowa,32260,"Marshalltown, IA",557,300,0.028553852463218333
Tennessee,32280,"Martin, TN",120,132,0.0076947739660147485
Virginia,32300,"Martinsville, VA",365,269,0.01355667805675234
Missouri,32340,"Maryville, MO",294,209,0.028744622604614783
Iowa,32380,"Mason City, IA",82,86,0.003177309361438314
NA,32390,"Massena-Ogdensburg, NY",471,233,0.010440449537827233
Puerto Rico,32420,"Mayagüez, PR",566,349,0.00876540915567119
Kentucky,32460,"Mayfield, KY",353,313,0.02238427393785669
Oklahoma,32540,"McAlester, OK",1800,410,0.10622602537621717
Texas,32580,"McAllen-Edinburg-Mission, TX",10569,1817,0.028470527387629098
Mississippi,32620,"McComb, MS",791,595,0.04071443277743463
Tennessee,32660,"McMinnville, TN",825,559,0.04333666018805484
Kansas,32700,"McPherson, KS",349,359,0.021219675320727185
Pennsylvania,32740,"Meadville, PA",305,179,0.008206204428659833
Oregon,32780,"Medford, OR",1852,802,0.018588405331620362
Arkansas,32820,"Memphis, TN-MS-AR",21625,3509,0.03417194850425628
Mississippi,32820,"Memphis, TN-MS-AR",21625,3509,0.03417194850425628
Tennessee,32820,"Memphis, TN-MS-AR",21625,3509,0.03417194850425628
Wisconsin,32860,"Menomonie, WI",280,184,0.011483410572940164
California,32900,"Merced, CA",1271,652,0.01052413678893765
Mississippi,32940,"Meridian, MS",2145,962,0.059939641200469455
Missouri,33020,"Mexico, MO",216,264,0.023817399933840556
Oklahoma,33060,"Miami, OK",862,223,0.07202540106951871
Florida,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",50286,4954,0.015990882341437106
Indiana,33140,"Michigan City-La Porte, IN",98,104,0.0020042129373990226
Kentucky,33180,"Middlesborough, KY",152,179,0.01806083650190114
Michigan,33220,"Midland, MI",476,271,0.012015347334410339
Texas,33260,"Midland, TX",1324,856,0.014431304158264756
Georgia,33300,"Milledgeville, GA",330,247,0.017961138627333586
Wisconsin,33340,"Milwaukee-Waukesha, WI",10311,1590,0.012816082810464665
Louisiana,33380,"Minden, LA",223,208,0.015451773835920177
Texas,33420,"Mineral Wells, TX",95,120,0.007682976142337242
Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",29377,3383,0.014437567851949197
Wisconsin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",29377,3383,0.014437567851949197
North Dakota,33500,"Minot, ND",1840,960,0.0530381644183097
Montana,33540,"Missoula, MT",1702,603,0.023988724453840732
South Dakota,33580,"Mitchell, SD",245,151,0.01967397414277684
Missouri,33620,"Moberly, MO",154,170,0.013143296065545788
Alabama,33660,"Mobile, AL",4771,1158,0.02561005722138126
California,33700,"Modesto, CA",3447,1264,0.013834817020798381
Louisiana,33740,"Monroe, LA",1855,969,0.01980589158543226
Michigan,33780,"Monroe, MI",811,350,0.010868836860232923
Alabama,33860,"Montgomery, AL",8934,2029,0.052962308668176375
NA,33900,"Monticello, IN",12,20,0.0010369858278603526
NA,33910,"Monticello, NY",920,617,0.025236593059936908
Colorado,33940,"Montrose, CO",496,472,0.02525458248472505
North Carolina,33980,"Morehead City, NC",2677,779,0.08054761546562358
Louisiana,34020,"Morgan City, LA",225,178,0.011057597798309416
West Virginia,34060,"Morgantown, WV",3274,1030,0.04662024577441725
Tennessee,34100,"Morristown, TN",1390,725,0.023941575665713595
Idaho,34140,"Moscow, ID",168,222,0.008503315280660019
Washington,34180,"Moses Lake, WA",1467,825,0.03187813729111889
Georgia,34220,"Moultrie, GA",109,126,0.0053394729107475265
Arkansas,34260,"Mountain Home, AR",741,446,0.045735094432786075
Idaho,34300,"Mountain Home, ID",1033,490,0.08734252134945464
North Carolina,34340,"Mount Airy, NC",136,156,0.0043511645764013306
Michigan,34380,"Mount Pleasant, MI",1104,737,0.03455074640878791
Texas,34420,"Mount Pleasant, TX",536,454,0.0217259130152811
Kentucky,34460,"Mount Sterling, KY",722,908,0.03135858234885337
Illinois,34500,"Mount Vernon, IL",181,139,0.011178359683794466
Ohio,34540,"Mount Vernon, OH",284,242,0.009868649662936966
Washington,34580,"Mount Vernon-Anacortes, WA",1380,513,0.0227613848158472
Indiana,34620,"Muncie, IN",1323,1186,0.02375181774115366
Kentucky,34660,"Murray, KY",107,125,0.005618862574174237
NA,34680,"Murrells Inlet, SC",257,365,0.009899464581487615
Iowa,34700,"Muscatine, IA",409,322,0.01982645789907412
Michigan,34740,"Muskegon-Norton Shores, MI",568,435,0.00704644700277888
Oklahoma,34780,"Muskogee, OK",2726,787,0.10605765863906937
North Carolina,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",1775,834,0.010236093330103918
South Carolina,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC",1775,834,0.010236093330103918
Texas,34860,"Nacogdoches, TX",94,137,0.0031600887514287635
California,34900,"Napa, CA",1086,527,0.015477581734743322
Florida,34940,"Naples-Marco Island, FL",1308,728,0.007566554441012114
Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",23504,3692,0.020624726330134267
Louisiana,35020,"Natchez, MS-LA",346,266,0.017642259840913728
Mississippi,35020,"Natchez, MS-LA",346,266,0.017642259840913728
Louisiana,35060,"Natchitoches, LA",399,241,0.026621297037630103
North Carolina,35100,"New Bern, NC",3458,1021,0.07094788674599918
South Carolina,35140,"Newberry, SC",153,206,0.009282854022570076
Indiana,35220,"New Castle, IN",418,331,0.018942312049666923
Connecticut,35300,"New Haven, CT",5031,1704,0.01692013802473952
NA,35340,"New Iberia, LA",222,233,0.008214008214008214
Louisiana,35380,"New Orleans-Metairie, LA",14867,1997,0.03276473829201102
Ohio,35420,"New Philadelphia-Dover, OH",352,249,0.008291913029139479
Oregon,35440,"Newport, OR",827,431,0.04228664928158716
Tennessee,35460,"Newport, TN",253,291,0.017120043307619435
Minnesota,35580,"New Ulm, MN",73,73,0.005528209011737978
New Jersey,35620,"New York-Newark-Jersey City, NY-NJ",168275,9261,0.01712121791762036
New York,35620,"New York-Newark-Jersey City, NY-NJ",168275,9261,0.01712121791762036
Pennsylvania,35620,"New York-Newark-Jersey City, NY-NJ",168275,9261,0.01712121791762036
Michigan,35660,"Niles, MI",414,228,0.00588728829225978
Arizona,35700,"Nogales, AZ",926,540,0.0485401268543272
Nebraska,35740,"Norfolk, NE",338,196,0.013188185258886417
Nebraska,35820,"North Platte, NE",388,413,0.022390212937849846
Florida,35840,"North Port-Bradenton-Sarasota, FL",4337,1302,0.011011638771530712
North Carolina,35900,"North Wilkesboro, NC",37,72,0.0012474713418745786
Ohio,35940,"Norwalk, OH",714,381,0.025230573518498885
Connecticut,35980,"Norwich-New London-Willimantic, CT",6161,1385,0.04500989910944543
Washington,36020,"Oak Harbor, WA",1397,667,0.043131927506252124
Florida,36100,"Ocala, FL",1800,754,0.010953769009353301
NA,36180,"Ocean Pines, MD",623,279,0.023890784982935155
Texas,36220,"Odessa, TX",419,376,0.005245893429487179
Utah,36260,"Ogden, UT",25437,3019,0.07506506996866018
Pennsylvania,36340,"Oil City, PA",825,397,0.038827183734939756
Florida,36380,"Okeechobee, FL",92,186,0.005375087637298434
Oklahoma,36420,"Oklahoma City, OK",38514,3478,0.05397042935036217
New York,36460,"Olean, NY",573,234,0.018275763084872262
Washington,36500,"Olympia-Lacey-Tumwater, WA",5100,1347,0.03628756830601093
Iowa,36540,"Omaha, NE-IA",15441,2144,0.029564148515761418
Nebraska,36540,"Omaha, NE-IA",15441,2144,0.029564148515761418
New York,36580,"Oneonta, NY",224,164,0.008209037270495108
Idaho,36620,"Ontario, OR-ID",811,474,0.03323225700704802
Oregon,36620,"Ontario, OR-ID",811,474,0.03323225700704802
Louisiana,36660,"Opelousas, LA",512,380,0.016892114813592873
South Carolina,36700,"Orangeburg, SC",375,273,0.011170022637912546
Florida,36740,"Orlando-Kissimmee-Sanford, FL",24285,3534,0.01689575835412981
Wisconsin,36780,"Oshkosh-Neenah, WI",1172,575,0.01284186535764376
Iowa,36820,"Oskaloosa, IA",32,56,0.0027911033580462277
Washington,36830,"Othello, WA",188,200,0.02021505376344086
Illinois,36837,"Ottawa, IL",943,459,0.013361104026750545
Kansas,36840,"Ottawa, KS",267,265,0.019923886277143497
Iowa,36900,"Ottumwa, IA",195,172,0.012147262193982433
Minnesota,36940,"Owatonna, MN",180,172,0.009290802105915144
Kentucky,36980,"Owensboro, KY",875,439,0.015716492438121923
NA,37020,"Owosso, MI",622,328,0.01973099860423804
Mississippi,37060,"Oxford, MS",823,592,0.025998230983067982
California,37100,"Oxnard-Thousand Oaks-Ventura, CA",11854,2301,0.02906275436652316
Alabama,37120,"Ozark, AL",2036,659,0.11206516952884192
Illinois,37140,"Paducah, KY-IL",1447,679,0.029823368165048745
Kentucky,37140,"Paducah, KY-IL",1447,679,0.029823368165048745
Nevada,37220,"Pahrump, NV",1030,859,0.05840657782818259
Florida,37260,"Palatka, FL",395,303,0.01383440739702998
Texas,37300,"Palestine, TX",253,167,0.01070899470899471
Florida,37340,"Palm Bay-Melbourne-Titusville, FL",9642,1842,0.03287676837938195
Texas,37420,"Pampa, TX",118,164,0.012129934210526315
Florida,37460,"Panama City-Panama City Beach, FL",7111,1694,0.06751483503441728
Arkansas,37500,"Paragould, AR",302,224,0.016331386545533205
Tennessee,37540,"Paris, TN",248,219,0.017267790001392565
Texas,37580,"Paris, TX",417,339,0.015121845082680592
West Virginia,37620,"Parkersburg-Vienna, WV",2168,579,0.055939725461863966
Arizona,37740,"Payson, AZ",1213,603,0.06533800161594398
Iowa,37800,"Pella, IA",390,296,0.02191257444656703
Florida,37860,"Pensacola-Ferry Pass-Brent, FL",11665,2053,0.049163400345597845
Illinois,37900,"Peoria, IL",2989,970,0.017377401819714543
Indiana,37940,"Peru, IN",321,301,0.021488820457892622
NA,37950,"Petoskey, MI",122,96,0.00740246344275226
Delaware,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",75630,6388,0.023729813343039034
Maryland,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",75630,6388,0.023729813343039034
New Jersey,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",75630,6388,0.023729813343039034
Pennsylvania,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",75630,6388,0.023729813343039034
Arizona,38060,"Phoenix-Mesa-Chandler, AZ",49710,4819,0.01972947872264425
Mississippi,38100,"Picayune, MS",732,422,0.029264782313197138
NA,38210,"Pikeville, KY",257,215,0.008378977569118415
Arkansas,38220,"Pine Bluff, AR",491,311,0.018006454452105032
North Carolina,38240,"Pinehurst-Southern Pines, NC",1891,798,0.045263057111398344
Kansas,38260,"Pittsburg, KS",517,571,0.025467980295566503
Pennsylvania,38300,"Pittsburgh, PA",24628,2878,0.020126094542304598
Massachusetts,38340,"Pittsfield, MA",808,489,0.01270080794743626
Texas,38380,"Plainview, TX",480,354,0.02609262883235486
Wisconsin,38420,"Platteville, WI",259,141,0.010369539976778636
New York,38460,"Plattsburgh, NY",366,251,0.009976285877831384
Indiana,38500,"Plymouth, IN",327,270,0.014389438943894389
Idaho,38540,"Pocatello, ID",1101,488,0.02597739659769247
Oklahoma,38620,"Ponca City, OK",862,395,0.045069538847641956
Puerto Rico,38660,"Ponce, PR",1391,611,0.015643626712251738
Illinois,38700,"Pontiac, IL",369,200,0.02229741978367273
Missouri,38740,"Poplar Bluff, MO",637,511,0.033317642136094984
Washington,38820,"Port Angeles, WA",1146,588,0.03826888399118413
Maine,38860,"Portland-South Portland, ME",7960,1747,0.025434479056495856
Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA",22992,2747,0.017209503550133756
Washington,38900,"Portland-Vancouver-Hillsboro, OR-WA",22992,2747,0.017209503550133756
Texas,38920,"Port Lavaca, TX",74,136,0.0074424218042844215
Florida,38940,"Port St. Lucie, FL",3189,1065,0.013599089129683882
Ohio,39020,"Portsmouth, OH",1371,757,0.04519233938754656
NA,39040,"Port Townsend, WA",710,516,0.05355661160141812
Pennsylvania,39060,"Pottsville, PA",1103,419,0.017338405432595575
Arizona,39150,"Prescott Valley-Prescott, AZ",1083,441,0.010922073076030941
Utah,39220,"Price, UT",245,176,0.025409666044389132
Massachusetts,39300,"Providence-Warwick, RI-MA",21351,3374,0.024871425992043845
Rhode Island,39300,"Providence-Warwick, RI-MA",21351,3374,0.024871425992043845
Utah,39340,"Provo-Orem-Lehi, UT",3341,1012,0.009082210176642328
Colorado,39380,"Pueblo, CO",2330,885,0.030716903525193136
Washington,39420,"Pullman, WA",306,305,0.013207872928176795
Florida,39460,"Punta Gorda, FL",912,596,0.011854162604796256
NA,39480,"Putnam, CT",604,323,0.011311496900574938
Illinois,39500,"Quincy, IL-MO",677,370,0.01878729013459137
Missouri,39500,"Quincy, IL-MO",677,370,0.01878729013459137
Wisconsin,39540,"Racine-Mount Pleasant, WI",1172,553,0.011988543371522095
North Carolina,39580,"Raleigh-Cary, NC",13756,2307,0.017096545269926808
South Dakota,39660,"Rapid City, SD",3601,1196,0.04643156469602218
Texas,39700,"Raymondville, TX",308,335,0.037639007698887936
Pennsylvania,39740,"Reading, PA",2145,760,0.010064043915827997
California,39780,"Red Bluff, CA",798,460,0.029903320092932624
California,39820,"Redding, CA",2207,791,0.02847080678036069
Minnesota,39860,"Red Wing, MN",221,141,0.008761844348412163
Nevada,39900,"Reno, NV",7013,1403,0.024483312386538194
Idaho,39940,"Rexburg, ID",796,459,0.022855173997932698
NA,39960,"Rice Lake, WI",255,216,0.011348464619492658
Indiana,39980,"Richmond, IN",536,311,0.01835239334383346
Virginia,40060,"Richmond, VA",29462,3217,0.04249365739398581
Kentucky,40080,"Richmond-Berea, KY",2552,809,0.04148109619323169
NA,40090,"Rifle, CO",533,509,0.012646514497223937
Texas,40100,"Rio Grande City-Roma, TX",585,472,0.023188520691295386
California,40140,"Riverside-San Bernardino-Ontario, CA",39578,3970,0.018315999820440448
Wyoming,40180,"Riverton, WY",1005,487,0.055721889554224885
Virginia,40220,"Roanoke, VA",3073,908,0.020849022680860013
North Carolina,40260,"Roanoke Rapids, NC",237,144,0.009937940288493794
Illinois,40300,"Rochelle, IL",367,266,0.014537532184591008
Minnesota,40340,"Rochester, MN",1262,507,0.010424066211818347
New York,40380,"Rochester, NY",7082,1410,0.013623317764560137
Illinois,40420,"Rockford, IL",2119,1214,0.013379805901258422
North Carolina,40460,"Rockingham, NC",148,256,0.008367727709617233
Wyoming,40540,"Rock Springs, WY",376,358,0.018048288772620363
North Carolina,40580,"Rocky Mount, NC",1347,767,0.02038037311061686
Missouri,40620,"Rolla, MO",756,401,0.038876889848812095
Georgia,40660,"Rome, GA",765,490,0.016527675755087932
Oregon,40700,"Roseburg, OR",1977,841,0.043585616966864346
New Mexico,40740,"Roswell, NM",1057,692,0.03910180526783072
New Mexico,40760,"Ruidoso, NM",370,332,0.04040183446167286
NA,40770,"Russellville, AL",414,327,0.031890309659528576
Arkansas,40780,"Russellville, AR",482,361,0.012885977810453147
Louisiana,40820,"Ruston, LA",353,402,0.01844883453538204
Vermont,40860,"Rutland, VT",395,254,0.013428979397565785
California,40900,"Sacramento-Roseville-Folsom, CA",22425,2873,0.019309324617085545
Arizona,40940,"Safford, AZ",925,494,0.05806654111738858
Michigan,40980,"Saginaw, MI",1469,603,0.017437029651259407
Minnesota,41060,"St. Cloud, MN",2857,894,0.027097006714974014
Utah,41100,"St. George, UT",1971,993,0.021584861028976936
Kansas,41140,"St. Joseph, MO-KS",937,424,0.017044731049788077
Missouri,41140,"St. Joseph, MO-KS",937,424,0.017044731049788077
Illinois,41180,"St. Louis, MO-IL",37128,3670,0.02573199443055626
Missouri,41180,"St. Louis, MO-IL",37128,3670,0.02573199443055626
Pennsylvania,41260,"St. Marys, PA",163,159,0.01061336111472848
Ohio,41400,"Salem, OH",529,348,0.011847969719366615
Oregon,41420,"Salem, OR",2076,889,0.01001785455773778
Kansas,41460,"Salina, KS",335,297,0.010702533465384493
California,41500,"Salinas, CA",5322,1191,0.028486399109331678
Delaware,41540,"Salisbury, MD",1153,631,0.018931122239553403
Maryland,41540,"Salisbury, MD",1153,631,0.018931122239553403
Utah,41620,"Salt Lake City-Murray, UT",12987,2260,0.018766283403103004
Texas,41660,"San Angelo, TX",2779,1316,0.04960285586791611
Texas,41700,"San Antonio-New Braunfels, TX",55988,5822,0.0432295036652578
California,41740,"San Diego-Chula Vista-Carlsbad, CA",59165,4928,0.03653412125759133
Idaho,41760,"Sandpoint, ID",206,152,0.009753326073576062
Ohio,41780,"Sandusky, OH",322,288,0.005818470934750005
North Carolina,41820,"Sanford, NC",251,251,0.008252235665439242
California,41860,"San Francisco-Oakland-Fremont, CA",44197,3842,0.01835553174435072
California,41940,"San Jose-Sunnyvale-Santa Clara, CA",11543,1934,0.011028540636393516
Puerto Rico,41980,"San Juan-Bayamón-Caguas, PR",18251,2705,0.022806480434361547
California,42020,"San Luis Obispo-Paso Robles, CA",1513,568,0.011257691763953064
California,42100,"Santa Cruz-Watsonville, CA",1589,769,0.01220523849758046
New Mexico,42140,"Santa Fe, NM",4010,1070,0.054497764368519046
California,42200,"Santa Maria-Santa Barbara, CA",4852,1150,0.023815951582739817
California,42220,"Santa Rosa-Petaluma, CA",2858,969,0.011350458307518786
Michigan,42300,"Sault Ste. Marie, MI",802,289,0.052700749112892624
Georgia,42340,"Savannah, GA",8247,1940,0.039794249207444475
Pennsylvania,42380,"Sayre, PA",446,252,0.017163087816516587
Nebraska,42420,"Scottsbluff, NE",312,378,0.017424327041215236
Alabama,42460,"Scottsboro, AL",1127,682,0.04926991343883886
Pennsylvania,42540,"Scranton--Wilkes-Barre, PA",7983,1432,0.030373245063348934
NA,42580,"Seaford, DE",2333,770,0.020022141931497327
Arkansas,42620,"Searcy, AR",784,624,0.023459708549028995
Washington,42660,"Seattle-Tacoma-Bellevue, WA",43241,4110,0.01999023626211568
Florida,42680,"Sebastian-Vero Beach-West Vero Corridor, FL",845,449,0.012381315203375922
Florida,42700,"Sebring, FL",714,581,0.01939848398402478
Missouri,42740,"Sedalia, MO",785,403,0.03924018995251187
Pennsylvania,42780,"Selinsgrove, PA",588,294,0.03072742474916388
Alabama,42820,"Selma, AL",75,95,0.005399956800345597
South Carolina,42860,"Seneca, SC",146,178,0.00424616100511866
New York,42900,"Seneca Falls, NY",121,106,0.008494208494208495
Tennessee,42940,"Sevierville, TN",1436,787,0.02891430412371134
Indiana,42980,"Seymour, IN",67,86,0.003038548752834467
Wisconsin,43020,"Shawano, WI",434,244,0.020731823827266647
Oklahoma,43060,"Shawnee, OK",2375,510,0.07712791868281753
Wisconsin,43100,"Sheboygan, WI",357,268,0.005791693705386113
North Carolina,43140,"Shelby-Kings Mountain, NC",538,401,0.011610090852197932
Tennessee,43180,"Shelbyville, TN",979,478,0.036004560332462944
Washington,43220,"Shelton, WA",1121,549,0.04515609264853978
Wyoming,43260,"Sheridan, WY",1664,783,0.09887106357694593
